city,date,fare,ride_id
West Janetstad,2018-01-27 01:50:26,21.23,8679439386591
Codyport,2018-02-25 09:40:54,6.36,6791967690642
South Melissa,2018-02-26 21:39:20,31.16,3222274894070
North Josephshire,2018-01-26 12:53:55,44.7,8718266645393
Brucefurt,2018-03-06 12:38:22,42.87,9656119140765
Markchester,2018-01-11 16:40:46,25.27,2191904683494
Lake Adambury,2018-02-21 18:48:16,25.21,8343466615565
Fuentesshire,2018-01-13 17:16:26,20.01,7341320437255
Markchester,2018-01-06 06:44:24,43.78,5269960681666
East Chelseashire,2018-01-13 19:47:14,37.01,7479705160181
East Corey,2018-03-07 02:34:53,9.36,8396212583687
Thompsonbury,2018-01-15 19:36:31,12.87,6576749090335
South Robinmouth,2018-03-01 02:01:27,9.16,4108532921520
Josephside,2018-01-05 23:11:38,38.71,2643911971496
Nicoleport,2018-03-10 04:54:10,6.84,6129686402114
Floresfort,2018-01-23 17:29:02,5.36,9483632855698
New Davidbury,2018-02-22 05:41:35,20.32,8384776881639
Danaville,2018-01-26 04:16:59,20.94,4648592514510
Floresfort,2018-02-17 14:11:55,17.22,5059547120738
Lake Derek,2018-02-11 02:11:42,33.78,1322559505850
East Joshua,2018-02-16 09:31:56,40.32,1126280695640
Mckenzieville,2018-02-13 22:35:33,29.26,5023594002200
East Chelseashire,2018-01-08 10:47:48,30.23,4792175876769
Jonesmouth,2018-02-13 11:29:34,14.51,3182672189669
Robinsonfurt,2018-02-11 22:21:30,11.79,2792983958598
Lake Adambury,2018-03-02 15:57:20,44.74,1224808829734
Mackshire,2018-03-16 01:56:06,30.07,1210092413063
South Jose,2018-02-23 23:47:15,7.12,4271753841622
Codyport,2018-02-13 12:06:35,31.36,6120610123303
West Laurenshire,2018-02-22 05:54:33,30.58,8250134107621
Bergermouth,2018-03-11 19:09:18,12.49,9435062322356
Lake Derek,2018-01-15 13:56:30,9.01,3942177419230
Port Ann,2018-02-07 13:49:08,21.32,2833377670167
New Jamesbury,2018-03-17 06:05:48,11.05,4167279201555
South Jose,2018-02-03 18:04:08,41.36,5034087118957
Johnathanburgh,2018-01-21 00:04:07,43.25,4245347888638
South Jose,2018-01-24 02:00:29,34.42,4825174812350
North Valerie,2018-02-28 07:24:08,26.13,9920996699082
East Richard,2018-02-25 23:18:12,4.63,4070591747499
Lake Derek,2018-03-07 18:00:42,10.26,7684920120821
Kirktown,2018-03-06 04:59:44,36.42,1646926750774
Lake Denisebury,2018-02-26 22:22:42,7.71,8359007371586
East Chelseashire,2018-03-17 07:39:17,36.17,6594947745581
Robinsonfurt,2018-01-17 16:35:39,7.43,5713511581672
Johnathanburgh,2018-03-05 22:23:59,15.85,1580850649875
Holmesshire,2018-02-05 23:03:39,31.3,3094769322241
Port Tracychester,2018-03-12 04:03:01,7.86,6550114770008
Port Tracychester,2018-02-06 18:17:34,36.79,3903565928765
Port Jennytown,2018-02-22 23:26:52,25.75,8594602993423
Davismouth,2018-02-19 06:53:43,25.34,7033209519229
South Melissa,2018-01-27 11:27:52,12.41,8999528749244
Port Michelle,2018-01-03 21:11:15,11.17,3278187836843
Lake Adambury,2018-01-11 15:02:42,42.99,2503972316431
West Janetstad,2018-01-05 16:53:36,11.3,0830472808398
Lake Adambury,2018-03-16 16:59:30,10.82,5223231239178
Johnathanburgh,2018-03-03 01:36:08,29.8,5225980519990
East Joshua,2018-01-08 15:17:44,7.77,6686501615215
Cartertown,2018-01-12 06:47:14,31.09,3806598865000
Nicoleport,2018-03-11 08:17:48,22.08,2767413608824
West Jessicamouth,2018-02-13 08:04:03,20.74,0596677623074
South Robinmouth,2018-01-12 07:07:32,8.39,2506090256603
Port Jennytown,2018-01-05 11:15:59,40.12,3519999363463
Floresfort,2018-02-21 18:46:56,15.15,0793811939439
North Valerie,2018-02-21 09:23:38,43.81,4403440382488
Jonesmouth,2018-01-21 12:45:54,26.36,1289202108892
West Jessicamouth,2018-03-05 19:34:28,7.18,5019390821022
Brucefurt,2018-01-29 00:01:50,27.97,0331323395826
Davidbury,2018-01-28 23:39:22,10.09,3441773987513
West Janetstad,2018-01-06 13:06:52,32.84,1344620648280
Lake Derek,2018-01-18 04:18:54,15.84,5383432944575
West Laurenshire,2018-02-07 03:21:59,25.44,9971879076636
Holmesshire,2018-01-02 00:39:48,36.51,2199160680530
Codyport,2018-01-05 16:31:30,16.4,8242005082106
Thompsonbury,2018-01-20 22:36:54,34.92,5857387576834
Karatown,2018-01-23 17:55:10,17.39,8571545666850
Davisberg,2018-01-10 13:55:46,41.93,7228630049241
New Patriciafurt,2018-03-07 15:01:41,9.61,8683788290980
South Jose,2018-03-11 19:25:49,33.8,0887972183951
Lake Denisebury,2018-01-05 10:49:55,36.95,9981282936465
East Corey,2018-03-18 08:23:38,36.58,6858213814785
Lake Adambury,2018-01-11 14:01:22,21.67,7431500144278
East Corey,2018-02-03 11:52:50,39.47,9089500882379
Cartertown,2018-02-14 10:25:14,7.13,6574079723602
North Katie,2018-02-15 05:56:43,33.23,4093211349996
East Corey,2018-02-12 18:14:01,6.39,1872287368086
Brendamouth,2018-01-09 13:13:55,9.5,4511989950331
Davismouth,2018-02-03 01:14:45,6.06,1847546070970
Port Tracychester,2018-01-09 22:45:01,34.64,8562343102237
Thompsonbury,2018-01-30 01:37:47,16.17,9454186466470
Kirktown,2018-01-12 15:45:39,25.52,5453070494197
Fuentesshire,2018-02-20 12:19:25,31.55,4829375150891
Lake Adambury,2018-02-19 09:55:45,23.56,5221995049590
Fuentesshire,2018-01-07 16:49:21,4.67,4667940982832
East Richard,2018-03-16 05:20:59,17.55,1737596851271
Piercemouth,2018-02-12 19:19:33,26.15,3695158745285
North Valerie,2018-01-19 13:47:11,22.36,5667834254679
Piercemouth,2018-03-15 10:28:34,15.01,2264413559014
Port Jennytown,2018-03-12 00:00:22,31.76,3699166774107
Curtishaven,2018-03-10 04:38:11,13.37,3152484997745
Thompsonbury,2018-01-16 21:18:36,25.07,2411034053173
Karatown,2018-01-26 05:31:22,27.82,4615247396371
Fuentesshire,2018-01-06 06:06:54,29.79,8697271851022
Mackshire,2018-02-18 06:11:57,20.62,1133282613596
Davidville,2018-03-09 13:55:33,16.52,9015049797188
East Richard,2018-01-04 01:50:35,4.93,1505334407857
South Michael,2018-01-05 01:17:03,15.82,8390317624054
East Richard,2018-01-31 10:05:25,12.61,6226126737390
Mackshire,2018-03-18 15:55:52,13.66,9924206306005
Port Michelle,2018-03-02 06:09:04,19.51,5105226062681
Bergermouth,2018-02-02 16:23:15,28.56,1847336402707
Floresfort,2018-02-05 23:53:23,44.55,2532066990073
Kirktown,2018-01-30 05:35:26,27.98,1950711699880
Lake Denisebury,2018-03-17 21:19:10,33.81,6751526955278
Port Jennifer,2018-02-12 05:11:14,31.11,5420146236043
East Richard,2018-01-05 09:41:01,22.47,6295974624350
East Joshua,2018-01-27 07:27:24,17.41,8843718602157
Cartertown,2018-02-10 22:35:34,9.18,0077873729352
South Melissa,2018-02-24 04:18:09,32.31,3970518055809
Port Jennytown,2018-02-19 22:56:40,23.4,9737676572043
Davisberg,2018-02-16 14:49:47,25.63,5240212326443
Codyport,2018-01-28 05:36:43,30.07,6799070013679
Fuentesshire,2018-02-12 08:40:13,23.51,7456453553236
South Jose,2018-02-22 21:25:40,32.2,9590838430823
New Cynthiaport,2018-03-12 11:24:16,7.49,1413732535938
Port Kathleenburgh,2018-03-10 17:59:23,27.97,8455677065609
West Laurenshire,2018-01-12 05:49:51,43.87,2331663386766
New Julieborough,2018-03-08 20:59:49,5.16,0458231221815
Mckenzieville,2018-02-09 19:45:21,19.04,6921060952556
Port Jennytown,2018-03-18 21:07:43,11.91,1210714358796
South Melissa,2018-03-02 21:40:43,44.16,3632300864692
New Patriciafurt,2018-01-03 19:31:51,6.43,8637593679898
New Christopher,2018-03-10 17:11:50,22.98,4155211230930
Port Ann,2018-01-12 23:15:57,24.89,6840496692440
Nicoleport,2018-03-13 05:15:25,34.07,0913084754700
Mckenzieville,2018-01-03 07:28:16,15.6,4355804000319
Davisberg,2018-02-23 16:10:26,32.11,8358028201933
South Robinmouth,2018-02-08 01:52:58,20.43,1261081307429
Mirandastad,2018-02-19 12:44:53,16.15,4233000513379
East Corey,2018-02-04 06:40:41,44.2,2424065348125
Piercemouth,2018-03-09 17:54:06,15.45,3666572798980
Curtishaven,2018-01-28 20:32:26,6.93,6540665626350
Lake Derek,2018-02-04 08:40:56,31.13,6214997223890
New Christopher,2018-02-12 03:00:01,16.56,3441230528747
Port Michelle,2018-01-23 12:51:57,41.83,0440843475793
Wardhaven,2018-01-29 09:35:45,32.46,2646731972780
South Robinmouth,2018-02-17 13:50:35,20.07,6279855109402
New Cynthiaport,2018-02-28 11:02:02,43.63,2904327354519
Wardhaven,2018-03-04 14:24:04,42.58,5654336225368
Port Tracychester,2018-03-08 05:10:26,22.31,2714115618422
Mackshire,2018-03-05 13:46:36,39.04,0311891259836
Jonesmouth,2018-02-24 07:40:22,24.59,5790175965062
Jonesmouth,2018-02-07 18:03:31,31.96,4393200462546
Mackshire,2018-01-31 21:28:21,15.29,1265977320356
Mirandastad,2018-02-05 01:19:02,37.96,7154904596930
Josephside,2018-01-30 11:54:06,38.82,7099218633080
North Carlos,2018-02-22 05:37:45,40.98,4410460682337
East Danny,2018-01-07 13:17:41,23.96,0133567183807
Port Michelle,2018-01-01 12:26:23,19.35,1563811750230
Port Ann,2018-02-25 18:52:13,16.01,9182814141542
Thompsonbury,2018-03-11 23:20:25,15.21,3416184308936
Port Tracychester,2018-01-09 06:41:48,34.12,9465579705007
Piercemouth,2018-03-01 00:07:11,19.72,6140872644859
Jonesmouth,2018-01-27 11:06:55,10.79,6948146176606
Mirandastad,2018-03-15 12:09:22,42.03,9686572086416
East Corey,2018-02-23 21:11:21,5.45,1587876717595
Port Michelle,2018-02-15 00:14:47,21.6,5535184867965
Brendamouth,2018-02-28 20:32:12,6.96,9828889663397
Port Jennifer,2018-03-12 12:23:07,40.03,7791905246404
Piercemouth,2018-01-16 19:20:08,44.03,2441394754786
Bergermouth,2018-03-10 04:53:05,26.79,4509383228163
West Carmen,2018-01-15 01:56:25,37.31,0481214875002
South Robinmouth,2018-02-03 03:47:57,13.96,2804562277690
West Carmen,2018-03-17 17:19:25,10.06,5261243775826
Thompsonbury,2018-01-14 22:33:58,38.79,2474517996374
Port Ann,2018-01-16 03:07:36,23.03,6586065711715
New Davidbury,2018-02-04 09:17:51,4.88,3535146136933
South Michael,2018-01-22 11:07:34,13.36,0727457319041
New Davidbury,2018-02-17 15:20:43,18.79,2866867562550
Davidville,2018-02-08 18:07:54,37.73,4561357302408
Brendamouth,2018-02-09 07:02:24,24.32,9586320718722
New Patriciafurt,2018-01-02 22:05:17,25.28,4229371293132
Karatown,2018-03-09 19:59:29,28.45,9807945103046
South Michael,2018-02-19 00:18:38,16.45,6003216492953
North Richardshire,2018-02-28 23:29:36,4.68,2500719193591
North Carlos,2018-02-03 13:46:11,34.49,1913262489225
East Bonnieberg,2018-03-09 08:11:19,13.59,6442581955449
North Katie,2018-03-14 08:55:26,44.67,4073949235891
Davidbury,2018-01-20 04:37:11,5.24,4093486398521
South Melissa,2018-03-04 17:09:25,7.98,5471632532873
South Michael,2018-01-31 16:01:31,39.57,6649924413134
New Christopher,2018-01-01 13:52:25,14.93,2342106395535
Davismouth,2018-03-05 16:17:11,44.3,2848857508892
New Julieborough,2018-02-21 23:44:30,7.63,7828643974921
Thompsonbury,2018-01-25 04:48:28,5.39,5299492897211
South Robinmouth,2018-01-06 22:58:46,12.25,2018926273437
Piercemouth,2018-01-31 15:24:10,5.41,4486316954361
Markchester,2018-01-13 12:39:28,38.68,2336815923875
Markchester,2018-02-10 09:32:07,41.0,0047090171074
Wardhaven,2018-02-25 18:53:36,12.23,0357275424735
New Jamesbury,2018-01-26 03:16:06,31.29,7701572799929
Markchester,2018-02-03 06:36:22,19.43,4478022183388
North Valerie,2018-01-17 17:54:58,33.93,3760813539841
New Cynthiaport,2018-01-13 16:55:55,10.4,6109353945038
Port Jennytown,2018-03-08 13:55:36,15.13,7608623229391
South Melissa,2018-01-07 07:06:33,10.77,0860743587660
East Bonnieberg,2018-01-10 17:34:13,29.45,3317994295518
Cartertown,2018-01-21 13:31:33,17.93,4478977218623
South Michael,2018-03-11 03:45:46,34.41,5064306144511
New Cynthiaport,2018-02-07 22:53:38,31.19,6074094491147
Robinsonfurt,2018-02-27 12:21:05,35.77,8674812214096
East Bonnieberg,2018-01-29 03:42:07,18.8,4737900203908
Wardhaven,2018-02-04 13:30:38,9.25,5081315273377
Lake Derek,2018-01-05 02:22:58,27.46,8426203122455
Mackshire,2018-01-31 18:29:47,26.88,7813625620613
Kirktown,2018-03-04 18:21:54,42.12,5377432602184
New Christopher,2018-02-01 16:53:56,6.31,8609441107785
New Cynthiaport,2018-03-03 14:35:49,18.22,0362587968327
East Bonnieberg,2018-01-29 23:15:15,30.53,6590042629962
Thompsonbury,2018-02-09 16:45:32,16.95,5998835686160
Davidbury,2018-02-08 10:39:19,37.02,2587189495189
Curtishaven,2018-03-05 22:26:27,44.96,8005121160451
Wardhaven,2018-02-15 21:48:38,20.62,2182151398026
Davidbury,2018-02-04 03:37:41,28.92,9128644617048
New Jamesbury,2018-01-09 12:50:45,33.4,8783279280589
Thompsonbury,2018-01-21 10:20:38,5.39,0357915068619
Danaville,2018-02-06 23:52:56,33.46,7294204806497
Cartertown,2018-02-21 09:55:55,11.1,2155253634569
Port Jennifer,2018-02-19 02:00:14,28.78,7694441750605
South Jose,2018-02-03 01:13:21,34.8,9575159194999
Davidbury,2018-03-15 12:38:07,30.44,7045709653181
New Christopher,2018-02-01 15:11:40,44.66,4583772444655
Lake Derek,2018-02-15 00:57:23,35.47,5051021796644
South Melissa,2018-02-26 11:06:27,29.13,9250502671302
Floresfort,2018-01-06 00:55:11,25.83,0214511122308
Davidbury,2018-01-02 10:56:05,33.83,5757645696154
South Jose,2018-01-28 01:59:10,21.42,5179327927897
South Michael,2018-01-29 15:04:55,34.18,4199197768261
New Jamesbury,2018-01-29 04:22:57,36.46,6098715790211
Jonesmouth,2018-02-24 18:09:20,8.54,1511844138938
Piercemouth,2018-02-04 09:17:58,15.61,5756657604003
New Julieborough,2018-01-31 12:32:29,24.37,7685369449214
Floresfort,2018-03-02 03:37:08,7.71,3286415654022
West Shannon,2018-02-05 02:43:21,33.12,3478032943027
Karatown,2018-01-30 00:55:09,36.67,5140388671012
South Melissa,2018-02-27 17:48:16,40.51,7214740829606
Lake Derek,2018-01-12 16:41:10,23.6,8392270234486
Mckenzieville,2018-02-13 04:59:55,4.14,0987672064120
Johnathanburgh,2018-01-05 05:29:01,34.54,1793036216079
Port Ann,2018-01-18 03:09:51,28.66,6466108707076
Brucefurt,2018-03-07 17:48:41,24.8,2283724944326
Wardhaven,2018-01-28 23:25:25,11.14,2741364414475
South Michael,2018-03-15 17:41:35,16.5,6052556565155
Floresfort,2018-01-10 01:38:54,41.57,7677689748726
Brendamouth,2018-03-01 22:42:31,37.65,1486008752629
North Carlos,2018-02-12 20:36:49,14.57,3360411165130
Piercemouth,2018-01-09 09:09:10,15.62,3667244844424
Curtishaven,2018-01-13 12:50:34,31.74,6859581480626
Bergermouth,2018-03-02 20:20:20,35.54,0628008821115
Mirandastad,2018-01-16 14:27:16,26.14,1458701455060
Mackshire,2018-02-15 02:21:04,44.56,8136914396624
Mckenzieville,2018-02-18 10:58:33,25.24,5295308140441
Piercemouth,2018-03-15 22:01:48,20.0,3492662074180
New Jamesbury,2018-01-07 11:57:50,31.02,2940931432366
Piercemouth,2018-02-09 04:22:07,33.23,2222956490201
North Carlos,2018-02-28 05:33:38,43.07,0979670386946
New Cynthiaport,2018-01-19 17:12:23,37.07,5624939052302
Port Jennytown,2018-03-19 07:09:41,18.15,2212352056774
East Corey,2018-01-07 21:04:41,24.71,5637707382617
Port Jennifer,2018-01-12 10:17:23,10.66,1986040945275
North Katie,2018-02-01 07:36:08,19.77,4172266092153
Holmesshire,2018-03-12 10:51:07,10.73,8848039327246
East Richard,2018-01-31 04:50:51,24.32,6769697005357
East Richard,2018-02-10 17:34:40,28.43,9558963146699
Port Michelle,2018-02-08 17:05:39,33.77,2428289133208
North Elaineberg,2018-03-14 13:29:32,27.6,0707428914826
West Laurenshire,2018-01-14 15:02:53,18.44,8416505191754
Lake Adambury,2018-01-03 03:42:47,6.63,1176943110676
West Carmen,2018-02-11 16:07:21,39.19,1926756417703
West Laurenshire,2018-02-27 21:28:13,42.12,0896765315332
West Laurenshire,2018-01-13 05:26:43,44.94,8606765540885
Mirandastad,2018-01-27 21:29:15,18.67,7101306353890
Brendamouth,2018-02-25 06:28:42,8.24,7020742267762
Davidville,2018-01-28 09:52:19,39.22,3887732013006
South Michael,2018-01-14 09:24:12,25.15,2934686014038
East Richard,2018-01-04 10:08:55,29.76,0280459314228
Karatown,2018-01-29 03:36:36,36.77,2343379514470
Piercemouth,2018-02-28 08:04:00,38.23,4880640712831
Lake Adambury,2018-02-21 07:38:15,30.7,5047200822112
South Michael,2018-02-20 16:16:30,4.69,2426615742438
New Christopher,2018-02-21 14:36:11,14.26,2688315782040
Port Tracychester,2018-01-22 21:30:41,9.29,4857385223274
Cartertown,2018-01-09 23:34:27,39.88,3049811523268
New Cynthiaport,2018-01-24 04:15:41,38.02,9268578249653
Davidville,2018-01-25 06:00:05,26.37,2786143895120
New Jamesbury,2018-02-09 19:23:17,37.71,4637284182298
Lake Derek,2018-02-14 16:30:35,32.2,4279344532553
Danaville,2018-03-01 11:22:18,8.86,3887820207492
Thompsonbury,2018-01-21 13:36:31,29.37,3320621437083
South Jose,2018-01-09 20:03:17,10.03,3406172895500
Port Tracychester,2018-01-30 01:32:11,40.81,4215684121644
Port Ann,2018-03-12 21:41:35,44.31,3201073785710
Davisberg,2018-02-11 20:20:54,32.28,4521259394550
Lake Adambury,2018-02-17 21:22:16,30.85,1426210063427
Piercemouth,2018-03-14 00:11:32,9.86,0116915634312
Port Jennytown,2018-01-25 21:07:06,36.92,6112986150441
New Davidbury,2018-01-10 14:10:39,39.19,3202897873515
South Robinmouth,2018-02-23 04:57:54,6.44,1097947397507
New Cynthiaport,2018-03-08 09:42:13,19.77,9347903271047
Brucefurt,2018-01-16 07:15:48,10.84,1511139333314
North Richardshire,2018-02-13 20:52:26,9.81,2805658778640
South Michael,2018-03-17 20:44:54,4.33,1729348258025
Mckenzieville,2018-03-13 05:29:38,21.61,7083601701104
Brendamouth,2018-01-16 23:42:57,41.74,3123211237786
Port Ann,2018-01-28 03:28:25,28.0,5227433288507
North Richardshire,2018-01-15 10:10:05,31.92,3149824844302
Port Kathleenburgh,2018-01-22 09:45:30,18.2,4398767182692
Lake Denisebury,2018-02-03 22:30:04,38.47,8850845348902
Brucefurt,2018-03-19 00:09:19,12.56,0950033618140
Floresfort,2018-02-20 20:01:57,30.12,0772960765335
Karatown,2018-01-30 16:39:37,23.4,5603820958268
Port Kathleenburgh,2018-03-14 19:28:39,12.4,5730273974313
Lake Denisebury,2018-01-15 02:26:39,11.77,0034851770089
South Robinmouth,2018-03-05 09:27:36,32.17,7956833918490
New Patriciafurt,2018-03-03 18:17:14,34.47,7205077418663
East Joshua,2018-02-18 06:36:39,37.53,5629965989769
Johnathanburgh,2018-01-25 21:37:53,17.2,2523955659379
Floresfort,2018-01-05 21:06:18,19.35,3572846370816
New Cynthiaport,2018-01-21 02:07:07,32.29,2604662246769
East Corey,2018-02-22 02:59:42,14.53,4370669775325
South Jose,2018-03-16 07:06:50,13.92,5384576810856
East Danny,2018-02-03 17:56:21,5.45,9426905294893
Josephside,2018-03-09 03:05:27,26.17,3264392992504
Floresfort,2018-01-04 14:42:37,13.01,8099084302058
South Tylerbury,2018-03-18 15:09:05,9.48,8587318082659
Port Kathleenburgh,2018-02-05 16:57:45,8.94,1491143343526
Nicoleport,2018-03-19 02:01:15,34.73,7000728758712
West Carmen,2018-02-20 22:43:55,13.95,3728050440689
Davismouth,2018-02-23 00:28:42,41.48,6887664832239
North Josephshire,2018-01-04 03:08:00,10.09,3910644023556
East Danny,2018-02-05 09:59:16,22.48,9575224388674
Port Michelle,2018-01-29 17:33:18,35.87,1920282859457
Davismouth,2018-02-20 23:34:48,38.4,2329049713350
Port Tracychester,2018-01-12 12:38:32,40.44,5815207432081
Wardhaven,2018-03-07 01:16:41,36.81,4634419517475
North Carlos,2018-02-15 18:04:23,35.2,1043897753696
Fuentesshire,2018-03-16 23:05:14,9.75,4797421923754
Port Jennytown,2018-02-10 16:22:29,6.69,6697135500211
New Julieborough,2018-02-20 01:05:43,11.62,7607786285916
North Richardshire,2018-01-10 07:20:40,21.38,6746380348199
South Tylerbury,2018-02-20 12:10:10,29.81,3316683809890
Brucefurt,2018-02-08 11:20:46,9.03,4980429023841
Port Michelle,2018-01-12 11:02:48,11.22,6679962180385
South Michael,2018-01-02 16:55:06,28.02,1565649765721
Brendamouth,2018-02-10 11:02:52,36.01,3442953257518
Brucefurt,2018-03-06 00:24:55,27.27,0846923445944
West Carmen,2018-02-27 12:16:54,37.94,1105192950139
New Jamesbury,2018-01-31 22:50:11,17.33,1309438121004
Davisberg,2018-02-14 16:06:17,27.57,2437407997622
Robinsonfurt,2018-01-10 10:30:10,39.24,1311778660389
East Bonnieberg,2018-02-28 10:06:22,32.2,6978436717134
Josephside,2018-03-10 18:04:21,36.29,1357508428706
North Josephshire,2018-02-22 00:35:36,4.57,4721572169440
East Richard,2018-01-31 19:29:41,10.39,3887678262636
Davidbury,2018-02-22 05:25:26,34.08,8834479581560
North Elaineberg,2018-02-13 16:00:21,15.59,5126100832480
Port Kathleenburgh,2018-02-19 09:24:11,35.48,2206803647048
East Bonnieberg,2018-02-01 09:12:09,10.63,8042238826047
Nicoleport,2018-02-08 21:46:03,30.07,6688068487670
Mckenzieville,2018-02-19 17:57:20,17.86,9708640137209
Lake Adambury,2018-03-17 05:52:18,29.07,9382448090067
Port Michelle,2018-02-07 10:35:39,25.11,1385223873068
Davidville,2018-02-25 14:04:32,6.68,0403284342000
Davismouth,2018-01-23 13:34:50,16.87,5736235561805
Piercemouth,2018-03-13 00:41:32,27.57,6983117040395
Mirandastad,2018-03-15 12:15:56,9.47,3319986709737
Brucefurt,2018-03-01 17:49:07,12.09,0987707712422
Johnathanburgh,2018-03-15 18:02:17,6.74,8008748284180
Codyport,2018-02-28 11:55:14,38.44,9626057495203
Mackshire,2018-03-08 22:08:47,6.71,8539526667807
East Chelseashire,2018-01-19 04:57:22,41.43,7087665388639
Robinsonfurt,2018-02-05 15:01:04,34.73,0067890240176
Mirandastad,2018-01-04 17:21:02,11.59,7929057751907
Fuentesshire,2018-01-16 07:36:06,39.67,1892643061963
Karatown,2018-01-17 02:56:01,20.73,4436265143347
Lake Denisebury,2018-01-07 19:58:54,40.1,3780099330031
Robinsonfurt,2018-02-22 18:13:34,9.7,2775398695678
Danaville,2018-02-20 18:55:30,35.29,4056413623035
East Corey,2018-03-16 12:39:21,26.26,3999727001926
Kirktown,2018-02-19 23:08:18,13.48,7962487562385
New Christopher,2018-03-04 03:51:35,40.8,9799999713664
Lake Adambury,2018-01-17 18:39:36,34.53,1195588538607
Johnathanburgh,2018-02-25 00:59:16,28.71,9058637249638
North Katie,2018-01-25 05:49:04,6.96,4589173723900
Danaville,2018-01-09 19:09:36,9.24,9096852692921
East Joshua,2018-02-18 04:31:34,6.28,8751661662091
Floresfort,2018-01-06 07:38:18,22.99,3732430445836
Floresfort,2018-03-10 15:23:18,42.12,4715555201234
East Richard,2018-02-25 10:13:36,38.03,1803816715675
Danaville,2018-03-18 12:20:59,32.4,7154672792930
Floresfort,2018-01-16 10:51:57,40.46,6720328286774
Nicoleport,2018-02-23 14:43:48,25.54,0921456876370
Brendamouth,2018-01-31 19:14:43,35.89,0945502021118
Davisberg,2018-01-20 10:51:46,11.32,7510774437498
Mirandastad,2018-02-19 01:50:47,7.46,0805170891164
New Jamesbury,2018-03-03 23:30:20,15.24,5100811166881
Karatown,2018-02-23 00:51:52,29.92,0630524647377
Bergermouth,2018-01-07 00:20:44,34.82,9295639337431
New Jamesbury,2018-01-02 03:27:33,17.1,8198012278608
Lake Adambury,2018-03-06 04:26:20,22.25,6286270786064
South Jose,2018-03-11 19:55:38,19.28,2028693726449
Thompsonbury,2018-03-11 16:08:50,33.62,5688629278847
West Jessicamouth,2018-01-12 02:44:01,7.4,9057140614926
West Laurenshire,2018-02-18 04:10:04,13.36,3857465285391
Davidville,2018-01-30 07:57:20,39.71,6587357176014
Jonesmouth,2018-02-13 22:17:10,28.26,0667907074345
Cartertown,2018-01-31 14:21:07,27.54,0297041946972
New Julieborough,2018-02-10 18:34:53,13.16,9220488897027
West Jessicamouth,2018-01-22 18:27:53,28.75,9605260918297
North Elaineberg,2018-01-13 20:58:00,14.53,3128535322149
South Melissa,2018-01-27 00:54:09,39.36,5370058186496
West Carmen,2018-03-09 02:11:30,12.53,6285086566099
Thompsonbury,2018-02-18 03:14:53,7.7,2556132238869
Floresfort,2018-02-27 01:55:09,4.1,5996676043951
Floresfort,2018-02-13 16:39:38,19.34,7915748307508
West Janetstad,2018-03-12 05:19:25,41.48,5052385663511
South Tylerbury,2018-01-05 05:05:15,7.33,2365653409630
Lake Adambury,2018-01-15 09:25:12,6.82,3329362356691
North Valerie,2018-01-28 00:51:43,24.55,3880311433585
Port Michelle,2018-03-11 14:39:09,32.12,7435160493899
Lake Derek,2018-01-26 06:42:17,22.34,3854327519182
Mckenzieville,2018-03-12 22:10:56,40.76,0922455828346
Davismouth,2018-02-19 13:46:09,21.04,3635645269009
New Jamesbury,2018-02-10 11:46:21,24.65,0569088458672
Thompsonbury,2018-01-24 07:55:21,44.46,2330910264383
Thompsonbury,2018-02-14 07:31:50,41.13,4188778724123
North Josephshire,2018-02-26 14:09:47,17.41,4895137926349
South Tylerbury,2018-01-07 19:55:29,4.01,2812097211171
Thompsonbury,2018-02-03 22:19:21,9.5,4276561630604
North Richardshire,2018-03-07 06:29:23,22.08,2121482123860
East Chelseashire,2018-02-10 19:14:34,5.18,3564319252507
South Michael,2018-01-18 19:00:54,22.05,5349823639338
Nicoleport,2018-03-05 08:14:52,26.15,6777860798029
East Bonnieberg,2018-01-06 06:51:14,43.0,3395090418246
Cartertown,2018-03-07 14:00:14,44.62,0638013074154
Floresfort,2018-01-18 11:26:55,14.12,2866707808268
New Cynthiaport,2018-01-07 20:39:46,42.49,4598989418207
South Michael,2018-02-23 08:00:06,33.4,7141938115589
Karatown,2018-02-23 12:52:05,5.62,6346880831834
West Jessicamouth,2018-02-02 07:26:58,43.75,5868873637250
North Valerie,2018-01-16 08:30:45,39.06,6596571506699
Thompsonbury,2018-01-03 05:51:06,38.57,7066181222887
North Katie,2018-02-04 07:59:23,30.86,6104046532694
Port Tracychester,2018-01-10 14:16:36,39.5,3609374989590
Port Jennytown,2018-02-26 23:52:08,11.66,2898123154544
Holmesshire,2018-01-23 00:38:18,39.87,6260314535306
East Corey,2018-02-28 17:03:59,12.13,7630025963399
South Jose,2018-03-09 18:43:19,24.53,3827441678837
Holmesshire,2018-01-25 12:47:39,25.38,6937338081590
Davisberg,2018-01-22 03:41:14,40.17,3745107145571
West Carmen,2018-02-09 02:03:46,33.13,9711071908041
Lake Derek,2018-02-28 16:36:39,19.22,3345288749461
Davismouth,2018-01-28 19:55:09,42.36,6083022971699
Mackshire,2018-01-20 05:58:07,20.16,7269258506280
Cartertown,2018-01-06 10:05:48,38.09,2394736759140
Lake Adambury,2018-02-16 06:13:56,9.62,5281825865417
North Carlos,2018-02-27 14:42:44,42.14,8398135415090
Markchester,2018-03-01 08:47:58,29.24,1362593915581
Wardhaven,2018-01-10 08:07:06,43.09,9438486114958
